id,candidate_id,candidate_number,full_name_ar,full_name_en,governorate,electoral_district,party_affiliation,coalition,gender,incumbent,photo_url,biography,email,phone,election_year,data_source,created_at,updated_at,is_active
,2025_1624_أربيل,1624,المرشح العراقي 1624,Iraqi Candidate 1624,أربيل,,الفتح,,أنثى,,,,,,2025,,,,
,2025_1625_ميسان,1625,المرشح العراقي 1625,Iraqi Candidate 1625,ميسان,,النصر,,ذكر,,,,,,2025,,,,
,2025_1626_أربيل,1626,المرشح العراقي 1626,Iraqi Candidate 1626,أربيل,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1627_السليمانية,1627,المرشح العراقي 1627,Iraqi Candidate 1627,السليمانية,,سائرون,,ذكر,,,,,,2025,,,,
,2025_1628_الأنبار,1628,المرشح العراقي 1628,Iraqi Candidate 1628,الأنبار,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_1629_البصرة,1629,المرشح العراقي 1629,Iraqi Candidate 1629,البصرة,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1630_القادسية,1630,المرشح العراقي 1630,Iraqi Candidate 1630,القادسية,,العزم,,ذكر,,,,,,2025,,,,
,2025_1631_ميسان,1631,المرشح العراقي 1631,Iraqi Candidate 1631,ميسان,,النصر,,أنثى,,,,,,2025,,,,
,2025_1632_القادسية,1632,المرشح العراقي 1632,Iraqi Candidate 1632,القادسية,,تقدم,,ذكر,,,,,,2025,,,,
,2025_1633_ميسان,1633,المرشح العراقي 1633,Iraqi Candidate 1633,ميسان,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_1634_دهوك,1634,المرشح العراقي 1634,Iraqi Candidate 1634,دهوك,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1635_القادسية,1635,المرشح العراقي 1635,Iraqi Candidate 1635,القادسية,,سائرون,,أنثى,,,,,,2025,,,,
,2025_1636_نجف,1636,المرشح العراقي 1636,Iraqi Candidate 1636,نجف,,العزم,,أنثى,,,,,,2025,,,,
,2025_1637_القادسية,1637,المرشح العراقي 1637,Iraqi Candidate 1637,القادسية,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1638_كربلاء,1638,المرشح العراقي 1638,Iraqi Candidate 1638,كربلاء,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1639_بابل,1639,المرشح العراقي 1639,Iraqi Candidate 1639,بابل,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_1640_أربيل,1640,المرشح العراقي 1640,Iraqi Candidate 1640,أربيل,,سائرون,,أنثى,,,,,,2025,,,,
,2025_1641_القادسية,1641,المرشح العراقي 1641,Iraqi Candidate 1641,القادسية,,العزم,,ذكر,,,,,,2025,,,,
,2025_1642_كربلاء,1642,المرشح العراقي 1642,Iraqi Candidate 1642,كربلاء,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1643_البصرة,1643,المرشح العراقي 1643,Iraqi Candidate 1643,البصرة,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_1644_الحلة,1644,المرشح العراقي 1644,Iraqi Candidate 1644,الحلة,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_1645_السليمانية,1645,المرشح العراقي 1645,Iraqi Candidate 1645,السليمانية,,النصر,,أنثى,,,,,,2025,,,,
,2025_1646_بغداد,1646,المرشح العراقي 1646,Iraqi Candidate 1646,بغداد,,العزم,,أنثى,,,,,,2025,,,,
,2025_1647_الأنبار,1647,المرشح العراقي 1647,Iraqi Candidate 1647,الأنبار,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_1648_ديالى,1648,المرشح العراقي 1648,Iraqi Candidate 1648,ديالى,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1649_الحلة,1649,المرشح العراقي 1649,Iraqi Candidate 1649,الحلة,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1650_البصرة,1650,المرشح العراقي 1650,Iraqi Candidate 1650,البصرة,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1651_الحلة,1651,المرشح العراقي 1651,Iraqi Candidate 1651,الحلة,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_1652_السليمانية,1652,المرشح العراقي 1652,Iraqi Candidate 1652,السليمانية,,النصر,,ذكر,,,,,,2025,,,,
,2025_1653_المثنى,1653,المرشح العراقي 1653,Iraqi Candidate 1653,المثنى,,سائرون,,ذكر,,,,,,2025,,,,
,2025_1654_بابل,1654,المرشح العراقي 1654,Iraqi Candidate 1654,بابل,,العزم,,أنثى,,,,,,2025,,,,
,2025_1655_دهوك,1655,المرشح العراقي 1655,Iraqi Candidate 1655,دهوك,,الفتح,,أنثى,,,,,,2025,,,,
,2025_1656_بغداد,1656,المرشح العراقي 1656,Iraqi Candidate 1656,بغداد,,الفتح,,أنثى,,,,,,2025,,,,
,2025_1657_بابل,1657,المرشح العراقي 1657,Iraqi Candidate 1657,بابل,,العزم,,أنثى,,,,,,2025,,,,
,2025_1658_بغداد,1658,المرشح العراقي 1658,Iraqi Candidate 1658,بغداد,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1659_نينوى,1659,المرشح العراقي 1659,Iraqi Candidate 1659,نينوى,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_1660_نينوى,1660,المرشح العراقي 1660,Iraqi Candidate 1660,نينوى,,العزم,,أنثى,,,,,,2025,,,,
,2025_1661_نينوى,1661,المرشح العراقي 1661,Iraqi Candidate 1661,نينوى,,النصر,,ذكر,,,,,,2025,,,,
,2025_1662_ذي قار,1662,المرشح العراقي 1662,Iraqi Candidate 1662,ذي قار,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_1663_الحلة,1663,المرشح العراقي 1663,Iraqi Candidate 1663,الحلة,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_1664_ميسان,1664,المرشح العراقي 1664,Iraqi Candidate 1664,ميسان,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_1665_أربيل,1665,المرشح العراقي 1665,Iraqi Candidate 1665,أربيل,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_1666_السليمانية,1666,المرشح العراقي 1666,Iraqi Candidate 1666,السليمانية,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1667_البصرة,1667,المرشح العراقي 1667,Iraqi Candidate 1667,البصرة,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1668_ذي قار,1668,المرشح العراقي 1668,Iraqi Candidate 1668,ذي قار,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_1669_ميسان,1669,المرشح العراقي 1669,Iraqi Candidate 1669,ميسان,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_1670_ميسان,1670,المرشح العراقي 1670,Iraqi Candidate 1670,ميسان,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_1671_صلاح الدين,1671,المرشح العراقي 1671,Iraqi Candidate 1671,صلاح الدين,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_1672_بابل,1672,المرشح العراقي 1672,Iraqi Candidate 1672,بابل,,النصر,,ذكر,,,,,,2025,,,,
,2025_1673_صلاح الدين,1673,المرشح العراقي 1673,Iraqi Candidate 1673,صلاح الدين,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_1674_بغداد,1674,المرشح العراقي 1674,Iraqi Candidate 1674,بغداد,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1675_نينوى,1675,المرشح العراقي 1675,Iraqi Candidate 1675,نينوى,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_1676_نجف,1676,المرشح العراقي 1676,Iraqi Candidate 1676,نجف,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1677_دهوك,1677,المرشح العراقي 1677,Iraqi Candidate 1677,دهوك,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_1678_القادسية,1678,المرشح العراقي 1678,Iraqi Candidate 1678,القادسية,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1679_الأنبار,1679,المرشح العراقي 1679,Iraqi Candidate 1679,الأنبار,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1680_نينوى,1680,المرشح العراقي 1680,Iraqi Candidate 1680,نينوى,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1681_ديالى,1681,المرشح العراقي 1681,Iraqi Candidate 1681,ديالى,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1682_دهوك,1682,المرشح العراقي 1682,Iraqi Candidate 1682,دهوك,,النصر,,أنثى,,,,,,2025,,,,
,2025_1683_بابل,1683,المرشح العراقي 1683,Iraqi Candidate 1683,بابل,,العزم,,ذكر,,,,,,2025,,,,
,2025_1684_بابل,1684,المرشح العراقي 1684,Iraqi Candidate 1684,بابل,,سائرون,,ذكر,,,,,,2025,,,,
,2025_1685_بابل,1685,المرشح العراقي 1685,Iraqi Candidate 1685,بابل,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_1686_الأنبار,1686,المرشح العراقي 1686,Iraqi Candidate 1686,الأنبار,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1687_ذي قار,1687,المرشح العراقي 1687,Iraqi Candidate 1687,ذي قار,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_1688_ميسان,1688,المرشح العراقي 1688,Iraqi Candidate 1688,ميسان,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1689_دهوك,1689,المرشح العراقي 1689,Iraqi Candidate 1689,دهوك,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1690_كربلاء,1690,المرشح العراقي 1690,Iraqi Candidate 1690,كربلاء,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_1691_صلاح الدين,1691,المرشح العراقي 1691,Iraqi Candidate 1691,صلاح الدين,,تقدم,,ذكر,,,,,,2025,,,,
,2025_1692_نينوى,1692,المرشح العراقي 1692,Iraqi Candidate 1692,نينوى,,سائرون,,أنثى,,,,,,2025,,,,
,2025_1693_البصرة,1693,المرشح العراقي 1693,Iraqi Candidate 1693,البصرة,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1694_واسط,1694,المرشح العراقي 1694,Iraqi Candidate 1694,واسط,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1695_المثنى,1695,المرشح العراقي 1695,Iraqi Candidate 1695,المثنى,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1696_بابل,1696,المرشح العراقي 1696,Iraqi Candidate 1696,بابل,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1697_بغداد,1697,المرشح العراقي 1697,Iraqi Candidate 1697,بغداد,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_1698_نينوى,1698,المرشح العراقي 1698,Iraqi Candidate 1698,نينوى,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_1699_دهوك,1699,المرشح العراقي 1699,Iraqi Candidate 1699,دهوك,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1700_كربلاء,1700,المرشح العراقي 1700,Iraqi Candidate 1700,كربلاء,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1701_دهوك,1701,المرشح العراقي 1701,Iraqi Candidate 1701,دهوك,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1702_بابل,1702,المرشح العراقي 1702,Iraqi Candidate 1702,بابل,,النصر,,ذكر,,,,,,2025,,,,
,2025_1703_كربلاء,1703,المرشح العراقي 1703,Iraqi Candidate 1703,كربلاء,,العزم,,ذكر,,,,,,2025,,,,
,2025_1704_الأنبار,1704,المرشح العراقي 1704,Iraqi Candidate 1704,الأنبار,,سائرون,,أنثى,,,,,,2025,,,,
,2025_1705_الأنبار,1705,المرشح العراقي 1705,Iraqi Candidate 1705,الأنبار,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_1706_السليمانية,1706,المرشح العراقي 1706,Iraqi Candidate 1706,السليمانية,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_1707_ميسان,1707,المرشح العراقي 1707,Iraqi Candidate 1707,ميسان,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1708_ميسان,1708,المرشح العراقي 1708,Iraqi Candidate 1708,ميسان,,تقدم,,ذكر,,,,,,2025,,,,
,2025_1709_الأنبار,1709,المرشح العراقي 1709,Iraqi Candidate 1709,الأنبار,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1710_كربلاء,1710,المرشح العراقي 1710,Iraqi Candidate 1710,كربلاء,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_1711_البصرة,1711,المرشح العراقي 1711,Iraqi Candidate 1711,البصرة,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_1712_بابل,1712,المرشح العراقي 1712,Iraqi Candidate 1712,بابل,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1713_بغداد,1713,المرشح العراقي 1713,Iraqi Candidate 1713,بغداد,,العزم,,ذكر,,,,,,2025,,,,
,2025_1714_الأنبار,1714,المرشح العراقي 1714,Iraqi Candidate 1714,الأنبار,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_1715_دهوك,1715,المرشح العراقي 1715,Iraqi Candidate 1715,دهوك,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1716_ذي قار,1716,المرشح العراقي 1716,Iraqi Candidate 1716,ذي قار,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1717_نينوى,1717,المرشح العراقي 1717,Iraqi Candidate 1717,نينوى,,النصر,,أنثى,,,,,,2025,,,,
,2025_1718_كربلاء,1718,المرشح العراقي 1718,Iraqi Candidate 1718,كربلاء,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_1719_بغداد,1719,المرشح العراقي 1719,Iraqi Candidate 1719,بغداد,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1720_بغداد,1720,المرشح العراقي 1720,Iraqi Candidate 1720,بغداد,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1721_الحلة,1721,المرشح العراقي 1721,Iraqi Candidate 1721,الحلة,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1722_واسط,1722,المرشح العراقي 1722,Iraqi Candidate 1722,واسط,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1723_كربلاء,1723,المرشح العراقي 1723,Iraqi Candidate 1723,كربلاء,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1724_القادسية,1724,المرشح العراقي 1724,Iraqi Candidate 1724,القادسية,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1725_بغداد,1725,المرشح العراقي 1725,Iraqi Candidate 1725,بغداد,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_1726_أربيل,1726,المرشح العراقي 1726,Iraqi Candidate 1726,أربيل,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_1727_بغداد,1727,المرشح العراقي 1727,Iraqi Candidate 1727,بغداد,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1728_أربيل,1728,المرشح العراقي 1728,Iraqi Candidate 1728,أربيل,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1729_القادسية,1729,المرشح العراقي 1729,Iraqi Candidate 1729,القادسية,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1730_الأنبار,1730,المرشح العراقي 1730,Iraqi Candidate 1730,الأنبار,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_1731_كركوك,1731,المرشح العراقي 1731,Iraqi Candidate 1731,كركوك,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_1732_أربيل,1732,المرشح العراقي 1732,Iraqi Candidate 1732,أربيل,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1733_دهوك,1733,المرشح العراقي 1733,Iraqi Candidate 1733,دهوك,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_1734_السليمانية,1734,المرشح العراقي 1734,Iraqi Candidate 1734,السليمانية,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_1735_بغداد,1735,المرشح العراقي 1735,Iraqi Candidate 1735,بغداد,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_1736_بابل,1736,المرشح العراقي 1736,Iraqi Candidate 1736,بابل,,العزم,,ذكر,,,,,,2025,,,,
,2025_1737_أربيل,1737,المرشح العراقي 1737,Iraqi Candidate 1737,أربيل,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_1738_دهوك,1738,المرشح العراقي 1738,Iraqi Candidate 1738,دهوك,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_1739_ميسان,1739,المرشح العراقي 1739,Iraqi Candidate 1739,ميسان,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1740_كركوك,1740,المرشح العراقي 1740,Iraqi Candidate 1740,كركوك,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_1741_ميسان,1741,المرشح العراقي 1741,Iraqi Candidate 1741,ميسان,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1742_دهوك,1742,المرشح العراقي 1742,Iraqi Candidate 1742,دهوك,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_1743_بابل,1743,المرشح العراقي 1743,Iraqi Candidate 1743,بابل,,سائرون,,أنثى,,,,,,2025,,,,
,2025_1744_بابل,1744,المرشح العراقي 1744,Iraqi Candidate 1744,بابل,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_1745_بغداد,1745,المرشح العراقي 1745,Iraqi Candidate 1745,بغداد,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_1746_بابل,1746,المرشح العراقي 1746,Iraqi Candidate 1746,بابل,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1747_صلاح الدين,1747,المرشح العراقي 1747,Iraqi Candidate 1747,صلاح الدين,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1748_أربيل,1748,المرشح العراقي 1748,Iraqi Candidate 1748,أربيل,,الفتح,,أنثى,,,,,,2025,,,,
,2025_1749_ديالى,1749,المرشح العراقي 1749,Iraqi Candidate 1749,ديالى,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1750_ميسان,1750,المرشح العراقي 1750,Iraqi Candidate 1750,ميسان,,الفتح,,أنثى,,,,,,2025,,,,
,2025_1751_الأنبار,1751,المرشح العراقي 1751,Iraqi Candidate 1751,الأنبار,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1752_كركوك,1752,المرشح العراقي 1752,Iraqi Candidate 1752,كركوك,,سائرون,,أنثى,,,,,,2025,,,,
,2025_1753_ميسان,1753,المرشح العراقي 1753,Iraqi Candidate 1753,ميسان,,النصر,,ذكر,,,,,,2025,,,,
,2025_1754_الأنبار,1754,المرشح العراقي 1754,Iraqi Candidate 1754,الأنبار,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1755_بغداد,1755,المرشح العراقي 1755,Iraqi Candidate 1755,بغداد,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1756_ديالى,1756,المرشح العراقي 1756,Iraqi Candidate 1756,ديالى,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_1757_الأنبار,1757,المرشح العراقي 1757,Iraqi Candidate 1757,الأنبار,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_1758_نجف,1758,المرشح العراقي 1758,Iraqi Candidate 1758,نجف,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1759_الأنبار,1759,المرشح العراقي 1759,Iraqi Candidate 1759,الأنبار,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1760_أربيل,1760,المرشح العراقي 1760,Iraqi Candidate 1760,أربيل,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1761_ميسان,1761,المرشح العراقي 1761,Iraqi Candidate 1761,ميسان,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_1762_بابل,1762,المرشح العراقي 1762,Iraqi Candidate 1762,بابل,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1763_السليمانية,1763,المرشح العراقي 1763,Iraqi Candidate 1763,السليمانية,,الفتح,,ذكر,,,,,,2025,,,,
,2025_1764_ديالى,1764,المرشح العراقي 1764,Iraqi Candidate 1764,ديالى,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_1765_بابل,1765,المرشح العراقي 1765,Iraqi Candidate 1765,بابل,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_1766_كركوك,1766,المرشح العراقي 1766,Iraqi Candidate 1766,كركوك,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_1767_بابل,1767,المرشح العراقي 1767,Iraqi Candidate 1767,بابل,,سائرون,,أنثى,,,,,,2025,,,,
,2025_1768_صلاح الدين,1768,المرشح العراقي 1768,Iraqi Candidate 1768,صلاح الدين,,العزم,,ذكر,,,,,,2025,,,,
,2025_1769_البصرة,1769,المرشح العراقي 1769,Iraqi Candidate 1769,البصرة,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_1770_بغداد,1770,المرشح العراقي 1770,Iraqi Candidate 1770,بغداد,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_1771_أربيل,1771,المرشح العراقي 1771,Iraqi Candidate 1771,أربيل,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_1772_صلاح الدين,1772,المرشح العراقي 1772,Iraqi Candidate 1772,صلاح الدين,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1773_صلاح الدين,1773,المرشح العراقي 1773,Iraqi Candidate 1773,صلاح الدين,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1774_بابل,1774,المرشح العراقي 1774,Iraqi Candidate 1774,بابل,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_1775_القادسية,1775,المرشح العراقي 1775,Iraqi Candidate 1775,القادسية,,العزم,,أنثى,,,,,,2025,,,,
,2025_1776_البصرة,1776,المرشح العراقي 1776,Iraqi Candidate 1776,البصرة,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_1777_صلاح الدين,1777,المرشح العراقي 1777,Iraqi Candidate 1777,صلاح الدين,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1778_واسط,1778,المرشح العراقي 1778,Iraqi Candidate 1778,واسط,,سائرون,,أنثى,,,,,,2025,,,,
,2025_1779_القادسية,1779,المرشح العراقي 1779,Iraqi Candidate 1779,القادسية,,الفتح,,أنثى,,,,,,2025,,,,
,2025_1780_واسط,1780,المرشح العراقي 1780,Iraqi Candidate 1780,واسط,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1781_نينوى,1781,المرشح العراقي 1781,Iraqi Candidate 1781,نينوى,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_1782_الأنبار,1782,المرشح العراقي 1782,Iraqi Candidate 1782,الأنبار,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1783_بغداد,1783,المرشح العراقي 1783,Iraqi Candidate 1783,بغداد,,العزم,,أنثى,,,,,,2025,,,,
,2025_1784_كركوك,1784,المرشح العراقي 1784,Iraqi Candidate 1784,كركوك,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_1785_ديالى,1785,المرشح العراقي 1785,Iraqi Candidate 1785,ديالى,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1786_البصرة,1786,المرشح العراقي 1786,Iraqi Candidate 1786,البصرة,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_1787_البصرة,1787,المرشح العراقي 1787,Iraqi Candidate 1787,البصرة,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1788_المثنى,1788,المرشح العراقي 1788,Iraqi Candidate 1788,المثنى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_1789_نجف,1789,المرشح العراقي 1789,Iraqi Candidate 1789,نجف,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_1790_كربلاء,1790,المرشح العراقي 1790,Iraqi Candidate 1790,كربلاء,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1791_واسط,1791,المرشح العراقي 1791,Iraqi Candidate 1791,واسط,,النصر,,ذكر,,,,,,2025,,,,
,2025_1792_أربيل,1792,المرشح العراقي 1792,Iraqi Candidate 1792,أربيل,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_1793_كربلاء,1793,المرشح العراقي 1793,Iraqi Candidate 1793,كربلاء,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_1794_بابل,1794,المرشح العراقي 1794,Iraqi Candidate 1794,بابل,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_1795_ديالى,1795,المرشح العراقي 1795,Iraqi Candidate 1795,ديالى,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_1796_ذي قار,1796,المرشح العراقي 1796,Iraqi Candidate 1796,ذي قار,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1797_دهوك,1797,المرشح العراقي 1797,Iraqi Candidate 1797,دهوك,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_1798_السليمانية,1798,المرشح العراقي 1798,Iraqi Candidate 1798,السليمانية,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_1799_كركوك,1799,المرشح العراقي 1799,Iraqi Candidate 1799,كركوك,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_1800_المثنى,1800,المرشح العراقي 1800,Iraqi Candidate 1800,المثنى,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_1801_دهوك,1801,المرشح العراقي 1801,Iraqi Candidate 1801,دهوك,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_1802_بابل,1802,المرشح العراقي 1802,Iraqi Candidate 1802,بابل,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_1803_صلاح الدين,1803,المرشح العراقي 1803,Iraqi Candidate 1803,صلاح الدين,,تقدم,,أنثى,,,,,,2025,,,,
,2025_1804_أربيل,1804,المرشح العراقي 1804,Iraqi Candidate 1804,أربيل,,سائرون,,ذكر,,,,,,2025,,,,
,2025_1805_صلاح الدين,1805,المرشح العراقي 1805,Iraqi Candidate 1805,صلاح الدين,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_1806_بابل,1806,المرشح العراقي 1806,Iraqi Candidate 1806,بابل,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_1807_ديالى,1807,المرشح العراقي 1807,Iraqi Candidate 1807,ديالى,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1808_الحلة,1808,المرشح العراقي 1808,Iraqi Candidate 1808,الحلة,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_1809_كربلاء,1809,المرشح العراقي 1809,Iraqi Candidate 1809,كربلاء,,تقدم,,ذكر,,,,,,2025,,,,
,2025_1810_صلاح الدين,1810,المرشح العراقي 1810,Iraqi Candidate 1810,صلاح الدين,,العزم,,ذكر,,,,,,2025,,,,
,2025_1811_الأنبار,1811,المرشح العراقي 1811,Iraqi Candidate 1811,الأنبار,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1812_السليمانية,1812,المرشح العراقي 1812,Iraqi Candidate 1812,السليمانية,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_1813_ديالى,1813,المرشح العراقي 1813,Iraqi Candidate 1813,ديالى,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_1814_ديالى,1814,المرشح العراقي 1814,Iraqi Candidate 1814,ديالى,,النصر,,أنثى,,,,,,2025,,,,
